token,path,amount_in,amount_out,amount_path,profit
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x55d5c232d921b9eaa6b37b5845e439acd04b4dba, 0xf6dcdce0ac3001b2f67f750bc64ea5beb37b5824, 0xa703f8d610369088f14f2a9954cd1cb394032c03, 0xdab143548832194c8f2677eba9830e0b453b37c6",34338074408866,32622218326103,"[34338074408866, 877928196, 70324, 1065320, 32622218326103]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x55d5c232d921b9eaa6b37b5845e439acd04b4dba, 0xf6dcdce0ac3001b2f67f750bc64ea5beb37b5824, 0xeb4b2b5e0eae7a0eadd0673ef8c3c830f8762f28, 0x4a7d4be868e0b811ea804faf0d3a325c3a29a9ad",34338074408866,33236540353386,"[34338074408866, 877928196, 70324, 820559851495931980, 33236540353386]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x55d5c232d921b9eaa6b37b5845e439acd04b4dba, 0xf6dcdce0ac3001b2f67f750bc64ea5beb37b5824, 0x819de42d3ab832eaf7111a222a8a5a7419f13b48, 0x92cc4300b9fd36242900bca782b2e9e000bd5099",34338074408866,33426071256233,"[34338074408866, 877928196, 70324, 24463610722798119, 33426071256233]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x55d5c232d921b9eaa6b37b5845e439acd04b4dba, 0xf6dcdce0ac3001b2f67f750bc64ea5beb37b5824, 0x881d5c98866a08f90a6f60e3f94f0e461093d049, 0x811beed0119b4afce20d2583eb608c6f7af1954f",34338074408866,34245945850215,"[34338074408866, 877928196, 70324, 8273151005124916721334, 34245945850215]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x55d5c232d921b9eaa6b37b5845e439acd04b4dba, 0xf6dcdce0ac3001b2f67f750bc64ea5beb37b5824, 0x8d553f9ca5fe1b749b1e2a5d9999dc2ab59e6ef7, 0x34d00a06161a5728845a3f83acd28488de57db00",30823867795528728,31022943936205469,"[30823867795528728, 787925248149, 63060242, 9621966973996, 31022943936205469]",199076140676741
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x55d5c232d921b9eaa6b37b5845e439acd04b4dba, 0xf6dcdce0ac3001b2f67f750bc64ea5beb37b5824, 0xacbf3c973eeec20c573ec930ce31198afb4ad0d5, 0x724d5c9c618a2152e99a45649a3b8cf198321f46",34338074408866,33568282405587,"[34338074408866, 877928196, 70324, 5728377307313165855, 33568282405587]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x55d5c232d921b9eaa6b37b5845e439acd04b4dba, 0xf6dcdce0ac3001b2f67f750bc64ea5beb37b5824, 0xb76bcf6b873cbd749854a90d477e6fe1fcbe86a6, 0xab3b031512a08c85d52c6e7c4f50170f01bf19e8",34338074408866,33188932412645,"[34338074408866, 877928196, 70324, 18408250755947128001, 33188932412645]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x55d5c232d921b9eaa6b37b5845e439acd04b4dba, 0xf6dcdce0ac3001b2f67f750bc64ea5beb37b5824, 0x5ed0dde7441efcd728e31cfd055c4c7efe20a57b, 0x4c083084c9d50334b343c44ec97d16011303cc73",34338074408866,33424171112138,"[34338074408866, 877928196, 70324, 2077297168973091921, 33424171112138]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x55d5c232d921b9eaa6b37b5845e439acd04b4dba, 0xf6dcdce0ac3001b2f67f750bc64ea5beb37b5824, 0x4cd36d6f32586177e36179a810595a33163a20bf, 0x7dd3f5705504002dc946aeafe6629b9481b72272",34338074408866,33498677422836,"[34338074408866, 877928196, 70324, 93878955034116124, 33498677422836]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x55d5c232d921b9eaa6b37b5845e439acd04b4dba, 0xf6dcdce0ac3001b2f67f750bc64ea5beb37b5824, 0x05a4fa8d7672bafc097223ce1188fa8940db2ddf, 0x7bfc76198fa4352d059f0edb9e8f9e0a0b755c09",34338074408866,33324633589259,"[34338074408866, 877928196, 70324, 672429359761518576, 33324633589259]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x55d5c232d921b9eaa6b37b5845e439acd04b4dba, 0xf6dcdce0ac3001b2f67f750bc64ea5beb37b5824, 0x7948548e3bf65a435413c05e818c61b3e673ae63, 0x1069cea8fa5e8a081536adecd62a7347d325e977",34338074408866,33285578063720,"[34338074408866, 877928196, 70324, 16495889338160468366, 33285578063720]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x55d5c232d921b9eaa6b37b5845e439acd04b4dba, 0xf6dcdce0ac3001b2f67f750bc64ea5beb37b5824, 0x3fa5db0910afc2a1e6de45039ea217410fb8641d, 0xa14e051af256157ce093aa54cb3b2f775358f559",34338074408866,33777864459918,"[34338074408866, 877928196, 70324, 86163836012940392, 33777864459918]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x55d5c232d921b9eaa6b37b5845e439acd04b4dba, 0xf6dcdce0ac3001b2f67f750bc64ea5beb37b5824, 0xa1db2fc9b2ceaf3cdf41fd11ffcb38404eae3906, 0x99920e0ba2b8aead4d10de769b28ecc29693c011",34338074408866,33909144507126,"[34338074408866, 877928196, 70324, 2639829134543318169, 33909144507126]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x55d5c232d921b9eaa6b37b5845e439acd04b4dba, 0xf6dcdce0ac3001b2f67f750bc64ea5beb37b5824, 0x4d7b070e3d625a4b8a40570fc1a6e8c4f7d333ff, 0xf2498cf36ede4e28c188042a0f2fdf9d89aa4ba8",34338074408866,33740849697695,"[34338074408866, 877928196, 70324, 10425219498, 33740849697695]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x55d5c232d921b9eaa6b37b5845e439acd04b4dba, 0xf6dcdce0ac3001b2f67f750bc64ea5beb37b5824, 0x4620bee6e5bd679b0242bf0bd6291b0ac45b909b, 0xf7bb3cbe60e63bb3d5dc40fb48f1857b40660b2f",34338074408866,33117969520155,"[34338074408866, 877928196, 70324, 239186812069320118, 33117969520155]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x55d5c232d921b9eaa6b37b5845e439acd04b4dba, 0xf6dcdce0ac3001b2f67f750bc64ea5beb37b5824, 0x03dff868e1c7837bf578078530acb94efc45681f, 0xbddffcbfba99ff4d27da2f4a9e40e83829133a49",34338074408866,32369276943790,"[34338074408866, 877928196, 70324, 38312333798945616805368, 32369276943790]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xa5e79baee540f000ef6f23d067cd3ac22c7d9fe6, 0x638bc0940c623df5094c5c176a087ba250df4756, 0x9b094ee2bf9dabfabca213d1b8c3ff017003f4a8, 0x2615b89ad032ccda6d67e1d511f0e4c9e3a5dc13",34338074408866,34120878576209,"[34338074408866, 2243, 2240, 96579931756742773, 34120878576209]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xa5e79baee540f000ef6f23d067cd3ac22c7d9fe6, 0x638bc0940c623df5094c5c176a087ba250df4756, 0xbcafbce1fa377ce6d71d4bf843d5773b8a58c9c9",21956429993387568,22051604813424111,"[21956429993387568, 1433317, 1431440, 22051604813424111]",95174820036543
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xc2adda861f89bbb333c90c492cb837741916a225, 0x517f9dd285e75b599234f7221227339478d0fcc8, 0xb20bd5d04be54f870d5c0d3ca85d82b34b836405, 0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852",34338074408866,33734806615699,"[34338074408866, 53559907733095, 70709266221308600, 70358, 33734806615699]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xc2adda861f89bbb333c90c492cb837741916a225, 0x517f9dd285e75b599234f7221227339478d0fcc8, 0x1d1126cc2c77384448913b41fbf308563aae1f16, 0x582e3da39948c6339433008703211ad2c13eb2ac",20782293663447465984,48654853040127412066,"[20782293663447465984, 30702069666855139062, 40454164673602093825537, 17539180854512, 48654853040127412066]",27872559376679946082
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xc2adda861f89bbb333c90c492cb837741916a225, 0x517f9dd285e75b599234f7221227339478d0fcc8, 0x9bd82673c50acb4a3b883d61e070a3c8d9b08e10, 0x23d15edceb5b5b3a23347fa425846de80a2e8e5c",34338074408866,33595573115391,"[34338074408866, 53559907733095, 70709266221308600, 14697703397312652, 33595573115391]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xc2adda861f89bbb333c90c492cb837741916a225, 0x517f9dd285e75b599234f7221227339478d0fcc8, 0x896eebeb02f81445f5a88ff7884af8d937294ee8, 0xa21ece44cc5dac03e3805362bd3f68f22a49ea1e",34338074408866,33507744862940,"[34338074408866, 53559907733095, 70709266221308600, 1939286172131381910, 33507744862940]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xc2adda861f89bbb333c90c492cb837741916a225, 0x517f9dd285e75b599234f7221227339478d0fcc8, 0x5522c339d35a6c3e5f328c8746bdf88f599dab83, 0x4a7d4be868e0b811ea804faf0d3a325c3a29a9ad",34338074408866,33471596202752,"[34338074408866, 53559907733095, 70709266221308600, 826363025035524707, 33471596202752]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xc2adda861f89bbb333c90c492cb837741916a225, 0xa16a3cbc92d77b720a851d33a91890c4fbfb0299, 0xf1603432a96cb371f03d77501d1d7f55070cf8cc, 0x78612ae1f88bdf52fd8fe4c1844820716bf82d91",6857436202598897664,9709882877200994925,"[6857436202598897664, 10502662160419656657, 3619947481983, 5619380304031, 9709882877200994925]",2852446674602097261
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xc2adda861f89bbb333c90c492cb837741916a225, 0xa16a3cbc92d77b720a851d33a91890c4fbfb0299, 0x582e3da39948c6339433008703211ad2c13eb2ac",8407229612091179008,11884185543084421144,"[8407229612091179008, 12823867886322869312, 4202276357084, 11884185543084421144]",3476955930993242136
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xc2adda861f89bbb333c90c492cb837741916a225, 0xa16a3cbc92d77b720a851d33a91890c4fbfb0299, 0x485d20e8aac9f7c6a39d05147737487ff4093af4, 0x2fdbadf3c4d5a8666bc06645b8358ab803996e28",34338074408866,3523253583673,"[34338074408866, 53559907733095, 24113091, 929309156349, 3523253583673]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xc2adda861f89bbb333c90c492cb837741916a225, 0xa16a3cbc92d77b720a851d33a91890c4fbfb0299, 0x50b6071561f068963bcfe2b341126cd6accafafb, 0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852",34338074408866,19178945780,"[34338074408866, 53559907733095, 24113091, 40, 19178945780]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xc2adda861f89bbb333c90c492cb837741916a225, 0xa16a3cbc92d77b720a851d33a91890c4fbfb0299, 0xab7b749a56322e15ecd685077ccb69ac9fc5dc0e, 0xc5be99a02c6857f9eac67bbce58df5572498f40c",34338074408866,2471116992872,"[34338074408866, 53559907733095, 24113091, 3085532, 2471116992872]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xc2adda861f89bbb333c90c492cb837741916a225, 0xa16a3cbc92d77b720a851d33a91890c4fbfb0299, 0x728102a5ba2c67f2250002c0a4418724019862ae, 0xcffdded873554f362ac02f8fb1f02e5ada10516f",34338074408866,4816805351653,"[34338074408866, 53559907733095, 24113091, 182852151632796, 4816805351653]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xc5be99a02c6857f9eac67bbce58df5572498f40c, 0xab7b749a56322e15ecd685077ccb69ac9fc5dc0e, 0xf1603432a96cb371f03d77501d1d7f55070cf8cc, 0x78612ae1f88bdf52fd8fe4c1844820716bf82d91",6249232576733478912,32787629051267028356,"[6249232576733478912, 7706033964442, 14433603877966, 21874533988273, 32787629051267028356]",26538396474533549444
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xc5be99a02c6857f9eac67bbce58df5572498f40c, 0xab7b749a56322e15ecd685077ccb69ac9fc5dc0e, 0x582e3da39948c6339433008703211ad2c13eb2ac",8116590078014739456,42512949346495451278,"[8116590078014739456, 9989365188948, 15275498432486, 42512949346495451278]",34396359268480711822
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xc5be99a02c6857f9eac67bbce58df5572498f40c, 0xab7b749a56322e15ecd685077ccb69ac9fc5dc0e, 0x485d20e8aac9f7c6a39d05147737487ff4093af4, 0x2fdbadf3c4d5a8666bc06645b8358ab803996e28",215729673864847168,256049481259114388,"[215729673864847168, 267694344908, 1874519213913, 67733781613154545, 256049481259114388]",40319807394267220
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xc5be99a02c6857f9eac67bbce58df5572498f40c, 0xab7b749a56322e15ecd685077ccb69ac9fc5dc0e, 0x50b6071561f068963bcfe2b341126cd6accafafb, 0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852",34338074408866,267066819990,"[34338074408866, 42618973, 331060981, 557, 267066819990]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xc5be99a02c6857f9eac67bbce58df5572498f40c, 0xab7b749a56322e15ecd685077ccb69ac9fc5dc0e, 0x728102a5ba2c67f2250002c0a4418724019862ae, 0xcffdded873554f362ac02f8fb1f02e5ada10516f",365346598455298432,507021919942157724,"[365346598455298432, 453280039698, 2971070627616, 19461500757890583601, 507021919942157724]",141675321486859292
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xf0936e53d924d7f442a04c038082a46c77ecc8d8, 0x8a46eb07ed7c3d6f883990d32aad0f8231901a64, 0x3041cbd36888becc7bbcbc0045e3b1f144466f5f, 0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852",45101370973320496,45537536108389953,"[45101370973320496, 52094198472527667489050, 95222814, 94974260, 45537536108389953]",436165135069457
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xf0936e53d924d7f442a04c038082a46c77ecc8d8, 0x8a46eb07ed7c3d6f883990d32aad0f8231901a64, 0x6d74443bb2d50785989a7212ebfd3a8dbabd1f60, 0x9c4fe5ffd9a9fc5678cfbd93aa2d4fd684b67c4c",44843058910336480,45284860577000966,"[44843058910336480, 51796767778989396320898, 94682622, 49373841921585293, 45284860577000966]",441801666664486
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xf0936e53d924d7f442a04c038082a46c77ecc8d8, 0x8a46eb07ed7c3d6f883990d32aad0f8231901a64, 0x98f90bfc702ec548d21b5a566a4df6853e2890d4, 0x8cb77ea869def8f7fdeab9e4da6cf02897bbf076",14087752516947390,14155863778735427,"[14087752516947390, 16307238310025091186270, 29940365, 4731772669171431573537, 14155863778735427]",68111261788037
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xf0936e53d924d7f442a04c038082a46c77ecc8d8, 0x8a46eb07ed7c3d6f883990d32aad0f8231901a64, 0xf6c0428f56f9ca7ed54bd824a4856e92c3a8e401, 0x582e3da39948c6339433008703211ad2c13eb2ac",3992255455542855680,9357615594255359903,"[3992255455542855680, 3616927753873785595749389, 4589443171, 3304542094625, 9357615594255359903]",5365360138712504223
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xf0936e53d924d7f442a04c038082a46c77ecc8d8, 0x8a46eb07ed7c3d6f883990d32aad0f8231901a64, 0x514906fc121c7878424a5c928cad1852cc545892, 0x56feaccb7f750b997b36a68625c7c596f0b41a58",41967911652450256,42668839737356483,"[41967911652450256, 48485487234111109697035, 88666006, 3024693500916725611, 42668839737356483]",700928084906227
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xf0936e53d924d7f442a04c038082a46c77ecc8d8, 0x8a46eb07ed7c3d6f883990d32aad0f8231901a64, 0x5fa9569b0ed6aa01e234468e6a15b77988b950df, 0xcf4236db746dbc1855a4d095aaf58da9b030491e",53416725568154240,54060779315717979,"[53416725568154240, 61663111638513556515261, 112580664, 428239566523702692527, 54060779315717979]",644053747563739
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xf0936e53d924d7f442a04c038082a46c77ecc8d8, 0x8a46eb07ed7c3d6f883990d32aad0f8231901a64, 0x2702bd7268793b5e1c7ee1ac2d9cae2ae2ecfe55, 0x469506e58d4d0d7abb476dd5c0a999d46723351f",7707195891044138,7725842865986817,"[7707195891044138, 8925417829166445356123, 16402248, 18882506705497228683, 7725842865986817]",18646974942679
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xf0936e53d924d7f442a04c038082a46c77ecc8d8, 0x8a46eb07ed7c3d6f883990d32aad0f8231901a64, 0x684b00a5773679f88598a19976fbeb25a68e9a5f, 0x3f2eea452d4717dea05dbe55e1bfaf020294dd97",34338074408866,33728584539026,"[34338074408866, 39786968154317793748, 73197, 1635093161075467804, 33728584539026]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xf0936e53d924d7f442a04c038082a46c77ecc8d8, 0x8a46eb07ed7c3d6f883990d32aad0f8231901a64, 0xe93dc496dbc669d7ee4f03b0eb0a10bb13a4b2a4, 0xc5ed7350e0fb3f780c756ba7d5d8539dc242a414",12602672715358662,12642123359690907,"[12602672715358662, 14589700652017934506378, 26792649, 938248214686994622005, 12642123359690907]",39450644332245
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xf0936e53d924d7f442a04c038082a46c77ecc8d8, 0x8a46eb07ed7c3d6f883990d32aad0f8231901a64, 0xa703f8d610369088f14f2a9954cd1cb394032c03, 0xdab143548832194c8f2677eba9830e0b453b37c6",34338074408866,33954948029191,"[34338074408866, 39786968154317793748, 73197, 1108842, 33954948029191]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xf0936e53d924d7f442a04c038082a46c77ecc8d8, 0x8a46eb07ed7c3d6f883990d32aad0f8231901a64, 0xeb4b2b5e0eae7a0eadd0673ef8c3c830f8762f28, 0x4a7d4be868e0b811ea804faf0d3a325c3a29a9ad",15363708331561566,15421088973802991,"[15363708331561566, 17782633683332726901852, 32643238, 380740284413330124393, 15421088973802991]",57380642241425
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xf0936e53d924d7f442a04c038082a46c77ecc8d8, 0x8a46eb07ed7c3d6f883990d32aad0f8231901a64, 0x819de42d3ab832eaf7111a222a8a5a7419f13b48, 0x92cc4300b9fd36242900bca782b2e9e000bd5099",25541716672251032,25710054098545610,"[25541716672251032, 29542124668536220012253, 54150876, 18822528743938704940, 25710054098545610]",168337426294578
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xf0936e53d924d7f442a04c038082a46c77ecc8d8, 0x8a46eb07ed7c3d6f883990d32aad0f8231901a64, 0x881d5c98866a08f90a6f60e3f94f0e461093d049, 0x811beed0119b4afce20d2583eb608c6f7af1954f",65157734564219504,66386704721960304,"[65157734564219504, 75155257775375853266918, 136985639, 16041891649769980197202879, 66386704721960304]",1228970157740800
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xf0936e53d924d7f442a04c038082a46c77ecc8d8, 0x8a46eb07ed7c3d6f883990d32aad0f8231901a64, 0x8d553f9ca5fe1b749b1e2a5d9999dc2ab59e6ef7, 0x34d00a06161a5728845a3f83acd28488de57db00",67734682451527072,69550663463244470,"[67734682451527072, 78113601556919128140373, 142325930, 21599507270728, 69550663463244470]",1815981011717398
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xf0936e53d924d7f442a04c038082a46c77ecc8d8, 0x8a46eb07ed7c3d6f883990d32aad0f8231901a64, 0xacbf3c973eeec20c573ec930ce31198afb4ad0d5, 0x724d5c9c618a2152e99a45649a3b8cf198321f46",27984330780701648,28228612689623548,"[27984330780701648, 32361794260568230564298, 59298624, 4822109632102489578864, 28228612689623548]",244281908921900
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xf0936e53d924d7f442a04c038082a46c77ecc8d8, 0x8a46eb07ed7c3d6f883990d32aad0f8231901a64, 0xb76bcf6b873cbd749854a90d477e6fe1fcbe86a6, 0xab3b031512a08c85d52c6e7c4f50170f01bf19e8",7282564019716528,7304497413747964,"[7282564019716528, 8433917478884927269092, 15499964, 4053429056500157369871, 7304497413747964]",21933394031436
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xf0936e53d924d7f442a04c038082a46c77ecc8d8, 0x8a46eb07ed7c3d6f883990d32aad0f8231901a64, 0x5ed0dde7441efcd728e31cfd055c4c7efe20a57b, 0x4c083084c9d50334b343c44ec97d16011303cc73",23435353295124256,23589041599236183,"[23435353295124256, 27109839820607884968335, 49707468, 1466253681915391081638, 23589041599236183]",153688304111927
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xf0936e53d924d7f442a04c038082a46c77ecc8d8, 0x8a46eb07ed7c3d6f883990d32aad0f8231901a64, 0x4cd36d6f32586177e36179a810595a33163a20bf, 0x7dd3f5705504002dc946aeafe6629b9481b72272",32930889263192888,33183692870976079,"[32930889263192888, 38068989886206488744173, 69707005, 93042158827791848940, 33183692870976079]",252803607783191
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xf0936e53d924d7f442a04c038082a46c77ecc8d8, 0x8a46eb07ed7c3d6f883990d32aad0f8231901a64, 0x05a4fa8d7672bafc097223ce1188fa8940db2ddf, 0x7bfc76198fa4352d059f0edb9e8f9e0a0b755c09",16049497354740984,16130798984204053,"[16049497354740984, 18575507086607958787048, 34095345, 325958975429826661505, 16130798984204053]",81301629463069
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xf0936e53d924d7f442a04c038082a46c77ecc8d8, 0x8a46eb07ed7c3d6f883990d32aad0f8231901a64, 0x7948548e3bf65a435413c05e818c61b3e673ae63, 0x1069cea8fa5e8a081536adecd62a7347d325e977",12626514874445284,12683024684341797,"[12626514874445284, 14617277609804071805771, 26843200, 6287200733564340123640, 12683024684341797]",56509809896513
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xf0936e53d924d7f442a04c038082a46c77ecc8d8, 0x8a46eb07ed7c3d6f883990d32aad0f8231901a64, 0x3fa5db0910afc2a1e6de45039ea217410fb8641d, 0xa14e051af256157ce093aa54cb3b2f775358f559",50521811230126032,51121730981973528,"[50521811230126032, 58333039548791510647552, 106544622, 130518999814904135945, 51121730981973528]",599919751847496
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xf0936e53d924d7f442a04c038082a46c77ecc8d8, 0x8a46eb07ed7c3d6f883990d32aad0f8231901a64, 0xa1db2fc9b2ceaf3cdf41fd11ffcb38404eae3906, 0x99920e0ba2b8aead4d10de769b28ecc29693c011",31043007752815784,31472771021499131,"[31043007752815784, 35891271452024747043686, 65737172, 2463137503158547907095, 31472771021499131]",429763268683347
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xf0936e53d924d7f442a04c038082a46c77ecc8d8, 0x8a46eb07ed7c3d6f883990d32aad0f8231901a64, 0x4d7b070e3d625a4b8a40570fc1a6e8c4f7d333ff, 0xf2498cf36ede4e28c188042a0f2fdf9d89aa4ba8",45760098642937440,46278074372369053,"[45760098642937440, 52852635041117347533047, 96600103, 14308854562868, 46278074372369053]",517975729431613
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xf0936e53d924d7f442a04c038082a46c77ecc8d8, 0x8a46eb07ed7c3d6f883990d32aad0f8231901a64, 0x4620bee6e5bd679b0242bf0bd6291b0ac45b909b, 0xf7bb3cbe60e63bb3d5dc40fb48f1857b40660b2f",3976744709201034,3984488144073638,"[3976744709201034, 4606520576160184893691, 8469952, 28799776160768694877, 3984488144073638]",7743434872604
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xf0936e53d924d7f442a04c038082a46c77ecc8d8, 0x8a46eb07ed7c3d6f883990d32aad0f8231901a64, 0x03dff868e1c7837bf578078530acb94efc45681f, 0xbddffcbfba99ff4d27da2f4a9e40e83829133a49",34338074408866,33691672263069,"[34338074408866, 39786968154317793748, 73197, 39877527249167405637340, 33691672263069]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xb4d0d9df2738abe81b87b66c80851292492d1404, 0x8a5d5864ccca335ec997bdf42dbd32ccec0b1d5e, 0xf227e97616063a0ea4143744738f9def2aa06743",34338074408866,34212147841906,"[34338074408866, 71643617615213702, 16234371712403862476, 34212147841906]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x4a7d4be868e0b811ea804faf0d3a325c3a29a9ad, 0xeb4b2b5e0eae7a0eadd0673ef8c3c830f8762f28, 0x3041cbd36888becc7bbcbc0045e3b1f144466f5f, 0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852",34338074408866,34329833406227,"[34338074408866, 842675994232484245, 71786, 71599, 34329833406227]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x4a7d4be868e0b811ea804faf0d3a325c3a29a9ad, 0xeb4b2b5e0eae7a0eadd0673ef8c3c830f8762f28, 0x6d74443bb2d50785989a7212ebfd3a8dbabd1f60, 0x9c4fe5ffd9a9fc5678cfbd93aa2d4fd684b67c4c",1890606089035039,1890724682198518,"[1890606089035039, 46396306816565699512, 3952262, 2061396864264551, 1890724682198518]",118593163479
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x4a7d4be868e0b811ea804faf0d3a325c3a29a9ad, 0xeb4b2b5e0eae7a0eadd0673ef8c3c830f8762f28, 0x98f90bfc702ec548d21b5a566a4df6853e2890d4, 0x8cb77ea869def8f7fdeab9e4da6cf02897bbf076",34338074408866,34001938899140,"[34338074408866, 842675994232484245, 71786, 11355641005203391601, 34001938899140]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x4a7d4be868e0b811ea804faf0d3a325c3a29a9ad, 0xeb4b2b5e0eae7a0eadd0673ef8c3c830f8762f28, 0xf6c0428f56f9ca7ed54bd824a4856e92c3a8e401, 0x582e3da39948c6339433008703211ad2c13eb2ac",8895338239475546112,20648113979454644276,"[8895338239475546112, 212835900266828196760363, 14861659099, 7334582699417, 20648113979454644276]",11752775739979098164
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x4a7d4be868e0b811ea804faf0d3a325c3a29a9ad, 0xeb4b2b5e0eae7a0eadd0673ef8c3c830f8762f28, 0x514906fc121c7878424a5c928cad1852cc545892, 0x56feaccb7f750b997b36a68625c7c596f0b41a58",32821436651014632,33046546265939325,"[32821436651014632, 805380671089912940281, 68552461, 2341758058436289328, 33046546265939325]",225109614924693
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x4a7d4be868e0b811ea804faf0d3a325c3a29a9ad, 0xeb4b2b5e0eae7a0eadd0673ef8c3c830f8762f28, 0x5fa9569b0ed6aa01e234468e6a15b77988b950df, 0xcf4236db746dbc1855a4d095aaf58da9b030491e",56764328388218848,56892118048539859,"[56764328388218848, 1392801195342768912633, 118480689, 450675481138801236730, 56892118048539859]",127789660321011
